CNN,streetname,from_st,to_st,addrange,limits,from_cnn,to_cnn
7074000,HUDSON AVE,WESTBROOK CT,CASHMERE ST,1321 - 1340,WESTBROOK CT to CASHMERE ST (1321 - 1340),20189000,20191000
7075000,HUDSON AVE,CASHMERE ST,REUEL CT,1341 - 1350,CASHMERE ST to REUEL CT (1341 - 1350),20191000,20193000
3761201,CASHMERE ST,HUDSON AVE,DEDMAN CT \ WHITNEY YOUNG CIR,100 - 174,HUDSON AVE to DEDMAN CT \ WHITNEY YOUNG CIR (100 - 174) -- NORTH --,20191000,20200000
3761101,CASHMERE ST,HUDSON AVE,HILLVIEW CT,101 - 139,HUDSON AVE to HILLVIEW CT (101 - 139) -- SOUTH --,20191000,33634000
10970101,REUEL CT,HUDSON AVE,REUEL CT,Jan-99,HUDSON AVE to REUEL CT (1 - 99) -- NORTH --,20193000,50796000
10970201,REUEL CT,HUDSON AVE,REUEL CT,Feb-98,HUDSON AVE to REUEL CT (2 - 98) -- SOUTH --,20193000,50796000
7076000,HUDSON AVE,REUEL CT,KEITH ST,1351 - 1361,REUEL CT to KEITH ST (1351 - 1361),20193000,20201000
7931102,LA SALLE AVE,NEWCOMB AVE,LAS VILLAS CT,1401 - 1435,NEWCOMB AVE to LAS VILLAS CT (1401 - 1435) -- SOUTH --,20196000,34010000
9549202,NEWCOMB AVE,LA SALLE AVE,LAS VILLAS CT,1300 - 1350,LA SALLE AVE to LAS VILLAS CT (1300 - 1350) -- WEST --,20196000,34011000
7931201,LA SALLE AVE,NEWCOMB AVE,LINDSAY CIR,1400 - 1448,NEWCOMB AVE to LINDSAY CIR (1400 - 1448) -- NORTH --,20196000,33635000
9549101,NEWCOMB AVE,LA SALLE AVE,KEITH ST,1301 - 1399,LA SALLE AVE to KEITH ST (1301 - 1399) -- EAST --,20196000,20197000
9550000,NEWCOMB AVE,KEITH ST,LANE ST,1400 - 1499,KEITH ST to LANE ST (1400 - 1499),20197000,20208000
7781000,KEITH ST,NEWCOMB AVE,OAKDALE AVE,1300 - 1399,NEWCOMB AVE to OAKDALE AVE (1300 - 1399),20197000,20156000
7932101,LA SALLE AVE,CASHMERE ST,MENDELL ST,1515 - 1599,CASHMERE ST to MENDELL ST (1515 - 1599) -- SOUTH --,20198000,20211000
7932201,LA SALLE AVE,CASHMERE ST,MENDELL ST,1500 - 1598,CASHMERE ST to MENDELL ST (1500 - 1598) -- NORTH --,20198000,20211000
4667101,DEDMAN CT,CASHMERE ST \ WHITNEY YOUNG CIR,DEDMAN CT,Jan-99,CASHMERE ST \ WHITNEY YOUNG CIR to DEDMAN CT (1 - 99) -- NORTH --,20200000,50795000
3762101,CASHMERE ST,DEDMAN CT \ WHITNEY YOUNG CIR,LA SALLE AVE,177 - 299,DEDMAN CT \ WHITNEY YOUNG CIR to LA SALLE AVE (177 - 299) -- SOUTH --,20200000,20198000
4667201,DEDMAN CT,CASHMERE ST \ WHITNEY YOUNG CIR,DEDMAN CT,Feb-98,CASHMERE ST \ WHITNEY YOUNG CIR to DEDMAN CT (2 - 98) -- SOUTH --,20200000,50795000
3762201,CASHMERE ST,DEDMAN CT \ WHITNEY YOUNG CIR,DUKES CT,176 - 198,DEDMAN CT \ WHITNEY YOUNG CIR to DUKES CT (176 - 198) -- NORTH --,20200000,20207000
7077000,HUDSON AVE,KEITH ST,MENDELL ST,1362 - 1499,KEITH ST to MENDELL ST (1362 - 1499),20201000,20215000
5332201,EVANS AVE,MENDELL ST,NEWHALL ST,1400 - 1498,MENDELL ST to NEWHALL ST (1400 - 1498) -- NORTH --,20203000,20236000
5332101,EVANS AVE,MENDELL ST,NEWHALL ST,1401 - 1499,MENDELL ST to NEWHALL ST (1401 - 1499) -- SOUTH --,20203000,20236000
8956000,MENDELL ST,EVANS AVE,FAIRFAX AVE,400 - 499,EVANS AVE to FAIRFAX AVE (400 - 499),20203000,20204000
8957000,MENDELL ST,FAIRFAX AVE,GALVEZ AVE,500 - 599,FAIRFAX AVE to GALVEZ AVE (500 - 599),20204000,20220000
5392000,FAIRFAX AVE,MENDELL ST,NEWHALL ST,1400 - 1499,MENDELL ST to NEWHALL ST (1400 - 1499),20204000,20237000
8922000,MCKINNON AVE,LANE ST,MENDELL ST,1500 - 1599,LANE ST to MENDELL ST (1500 - 1599),20205000,20212000
8086000,LANE ST,MCKINNON AVE,NEWCOMB AVE,1200 - 1299,MCKINNON AVE to NEWCOMB AVE (1200 - 1299),20205000,20208000
4996101,DUKES CT,CASHMERE ST,DUKES CT,Jan-99,CASHMERE ST to DUKES CT (1 - 99) -- WEST --,20207000,50788000
4996201,DUKES CT,CASHMERE ST,DUKES CT,Feb-98,CASHMERE ST to DUKES CT (2 - 98) -- EAST --,20207000,50788000
3762202,CASHMERE ST,DUKES CT,LA SALLE AVE,200 - 298,DUKES CT to LA SALLE AVE (200 - 298) -- NORTH --,20207000,20198000
9551000,NEWCOMB AVE,LANE ST,MENDELL ST,1500 - 1599,LANE ST to MENDELL ST (1500 - 1599),20208000,20661000
8087000,LANE ST,NEWCOMB AVE,OAKDALE AVE,1300 - 1399,NEWCOMB AVE to OAKDALE AVE (1300 - 1399),20208000,20209000
9786000,OAKDALE AVE,LANE ST,MENDELL ST,1500 - 1599,LANE ST to MENDELL ST (1500 - 1599),20209000,20662000
8088000,LANE ST,OAKDALE AVE,PALOU AVE,1400 - 1499,OAKDALE AVE to PALOU AVE (1400 - 1499),20209000,20210000
10222000,PALOU AVE,LANE ST,3RD ST \ MENDELL ST,1500 - 1599,LANE ST to 3RD ST \ MENDELL ST (1500 - 1599),20210000,33269000
8089000,LANE ST,PALOU AVE,QUESADA AVE,1500 - 1599,PALOU AVE to QUESADA AVE (1500 - 1599),20210000,20497000
8963000,MENDELL ST,LA SALLE AVE,MCKINNON AVE,1100 - 1199,LA SALLE AVE to MCKINNON AVE (1100 - 1199),20211000,20212000
7933000,LA SALLE AVE,MENDELL ST,3RD ST,1600 - 1650,MENDELL ST to 3RD ST (1600 - 1650),20211000,20224000
8923000,MCKINNON AVE,MENDELL ST,3RD ST,1600 - 1646,MENDELL ST to 3RD ST (1600 - 1646),20212000,20213000
8964000,MENDELL ST,MCKINNON AVE,NEWCOMB AVE,1200 - 1299,MCKINNON AVE to NEWCOMB AVE (1200 - 1299),20212000,20661000
8924000,MCKINNON AVE,3RD ST,NEWHALL ST,1641 - 1699,3RD ST to NEWHALL ST (1641 - 1699),20213000,20665000
210101,3RD ST,MCKINNON AVE,NEWCOMB AVE,4601 - 4699,MCKINNON AVE to NEWCOMB AVE (4601 - 4699) -- EAST --,20213000,20660000
210201,3RD ST,MCKINNON AVE,NEWCOMB AVE,4600 - 4698,MCKINNON AVE to NEWCOMB AVE (4600 - 4698) -- WEST --,20213000,20660000
7078000,HUDSON AVE,MENDELL ST,NEWHALL ST,1500 - 1599,MENDELL ST to NEWHALL ST (1500 - 1599),20215000,20226000
8959000,MENDELL ST,HUDSON AVE,INNES AVE,700 - 799,HUDSON AVE to INNES AVE (700 - 799),20215000,20216000
7260000,INNES AVE,MENDELL ST,NEWHALL ST,1500 - 1599,MENDELL ST to NEWHALL ST (1500 - 1599),20216000,20228000
8960000,MENDELL ST,INNES AVE,JERROLD AVE,800 - 898,INNES AVE to JERROLD AVE (800 - 898),20216000,20218000
8961000,MENDELL ST,JERROLD AVE,KIRKWOOD AVE,875 - 999,JERROLD AVE to KIRKWOOD AVE (875 - 999),20218000,20222000
7496000,JERROLD AVE,MENDELL ST,3RD ST \ NEWHALL ST,1500 - 1599,MENDELL ST to 3RD ST \ NEWHALL ST (1500 - 1599),20218000,20219000
9569000,NEWHALL ST,3RD ST \ JERROLD AVE,KIRKWOOD AVE,900 - 999,3RD ST \ JERROLD AVE to KIRKWOOD AVE (900 - 999),20219000,20668000
7497000,JERROLD AVE,3RD ST \ NEWHALL ST,PHELPS ST,1600 - 1699,3RD ST \ NEWHALL ST to PHELPS ST (1600 - 1699),20219000,20672000
207201,3RD ST,JERROLD AVE \ NEWHALL ST,KIRKWOOD AVE,4300 - 4398,JERROLD AVE \ NEWHALL ST to KIRKWOOD AVE (4300 - 4398) -- WEST --,20219000,20223000
207101,3RD ST,JERROLD AVE \ NEWHALL ST,KIRKWOOD AVE,4301 - 4399,JERROLD AVE \ NEWHALL ST to KIRKWOOD AVE (4301 - 4399) -- EAST --,20219000,20223000
5985000,GALVEZ AVE,MENDELL ST,NEWHALL ST,1500 - 1599,MENDELL ST to NEWHALL ST (1500 - 1599),20220000,20225000
8958000,MENDELL ST,GALVEZ AVE,HUDSON AVE,600 - 699,GALVEZ AVE to HUDSON AVE (600 - 699),20220000,20215000
8962000,MENDELL ST,KIRKWOOD AVE,LA SALLE AVE,1000 - 1099,KIRKWOOD AVE to LA SALLE AVE (1000 - 1099),20222000,20211000
7893000,KIRKWOOD AVE,MENDELL ST,3RD ST,1500 - 1576,MENDELL ST to 3RD ST (1500 - 1576),20222000,20223000
7894000,KIRKWOOD AVE,3RD ST,NEWHALL ST,1575 - 1599,3RD ST to NEWHALL ST (1575 - 1599),20223000,20668000
208101,3RD ST,KIRKWOOD AVE,LA SALLE AVE,4401 - 4499,KIRKWOOD AVE to LA SALLE AVE (4401 - 4499) -- EAST --,20223000,20224000
208201,3RD ST,KIRKWOOD AVE,LA SALLE AVE,4400 - 4498,KIRKWOOD AVE to LA SALLE AVE (4400 - 4498) -- WEST --,20223000,20224000
7934000,LA SALLE AVE,3RD ST,NEWHALL ST,1645 - 1699,3RD ST to NEWHALL ST (1645 - 1699),20224000,20669000
209101,3RD ST,LA SALLE AVE,MCKINNON AVE,4501 - 4599,LA SALLE AVE to MCKINNON AVE (4501 - 4599) -- EAST --,20224000,20213000
209201,3RD ST,LA SALLE AVE,MCKINNON AVE,4500 - 4598,LA SALLE AVE to MCKINNON AVE (4500 - 4598) -- WEST --,20224000,20213000
5986000,GALVEZ AVE,NEWHALL ST,3RD ST \ SAM JORDANS WAY,1530 - 1637,NEWHALL ST to 3RD ST \ SAM JORDANS WAY (1530 - 1637),20225000,20231000
9566000,NEWHALL ST,GALVEZ AVE,HUDSON AVE,600 - 699,GALVEZ AVE to HUDSON AVE (600 - 699),20225000,20226000
7079000,HUDSON AVE,NEWHALL ST,3RD ST,1600 - 1614,NEWHALL ST to 3RD ST (1600 - 1614),20226000,20227000
9567000,NEWHALL ST,HUDSON AVE,INNES AVE,700 - 799,HUDSON AVE to INNES AVE (700 - 799),20226000,20228000
7080000,HUDSON AVE,3RD ST,PHELPS ST,1605 - 1699,3RD ST to PHELPS ST (1605 - 1699),20227000,20670000
205201,3RD ST,HUDSON AVE,INNES AVE,4100 - 4198,HUDSON AVE to INNES AVE (4100 - 4198) -- WEST --,20227000,20229000
205101,3RD ST,HUDSON AVE,INNES AVE,4101 - 4199,HUDSON AVE to INNES AVE (4101 - 4199) -- EAST --,20227000,20229000
9568000,NEWHALL ST,INNES AVE,3RD ST,800 - 898,INNES AVE to 3RD ST (800 - 898),20228000,20230000
7261000,INNES AVE,NEWHALL ST,3RD ST,0 - 0,NEWHALL ST to 3RD ST (0 - 0),20228000,20229000
206101,3RD ST,INNES AVE,NEWHALL ST,4201 - 4243,INNES AVE to NEWHALL ST (4201 - 4243) -- EAST --,20229000,20230000
7262000,INNES AVE,3RD ST,PHELPS ST,1600 - 1699,3RD ST to PHELPS ST (1600 - 1699),20229000,20671000
206201,3RD ST,INNES AVE,JERROLD AVE \ NEWHALL ST,4200 - 4298,INNES AVE to JERROLD AVE \ NEWHALL ST (4200 - 4298) -- WEST --,20229000,20219000
206102,3RD ST,NEWHALL ST,JERROLD AVE \ NEWHALL ST,4245 - 4299,NEWHALL ST to JERROLD AVE \ NEWHALL ST (4245 - 4299) -- EAST --,20230000,20219000
5987000,SAM JORDANS WAY,3RD ST \ GALVEZ AVE,PHELPS ST,1638 - 1699,3RD ST \ GALVEZ AVE to PHELPS ST (1638 - 1699),20231000,20243000
204101,3RD ST,GALVEZ AVE \ SAM JORDANS WAY,HUDSON AVE,4001 - 4099,GALVEZ AVE \ SAM JORDANS WAY to HUDSON AVE (4001 - 4099) -- EAST --,20231000,20227000
204201,3RD ST,GALVEZ AVE \ SAM JORDANS WAY,HUDSON AVE,4000 - 4098,GALVEZ AVE \ SAM JORDANS WAY to HUDSON AVE (4000 - 4098) -- WEST --,20231000,20227000
8955000,MENDELL ST,NEWHALL ST,EVANS AVE,200 - 399,NEWHALL ST to EVANS AVE (200 - 399),20232000,20203000
9563000,NEWHALL ST,MENDELL ST,EVANS AVE,200 - 399,MENDELL ST to EVANS AVE (200 - 399),20232000,20236000
199101,3RD ST,BURKE AVE,CUSTER AVE,3501 - 3599,BURKE AVE to CUSTER AVE (3501 - 3599) -- EAST --,20234000,20240000
199201,3RD ST,BURKE AVE,CUSTER AVE,3500 - 3598,BURKE AVE to CUSTER AVE (3500 - 3598) -- WEST --,20234000,20240000
5333101,EVANS AVE,NEWHALL ST,3RD ST,1501 - 1579,NEWHALL ST to 3RD ST (1501 - 1579) -- SOUTH --,20236000,20239000
5333201,EVANS AVE,NEWHALL ST,3RD ST,1500 - 1578,NEWHALL ST to 3RD ST (1500 - 1578) -- NORTH --,20236000,20239000
9564000,NEWHALL ST,EVANS AVE,FAIRFAX AVE,400 - 499,EVANS AVE to FAIRFAX AVE (400 - 499),20236000,20237000
9565000,NEWHALL ST,FAIRFAX AVE,GALVEZ AVE,500 - 599,FAIRFAX AVE to GALVEZ AVE (500 - 599),20237000,20225000
5393000,FAIRFAX AVE,3RD ST,PHELPS ST,1500 - 1599,3RD ST to PHELPS ST (1500 - 1599),20238000,20242000
203201,3RD ST,FAIRFAX AVE,GALVEZ AVE \ SAM JORDANS WAY,3900 - 3998,FAIRFAX AVE to GALVEZ AVE \ SAM JORDANS WAY (3900 - 3998) -- WEST --,20238000,20231000
203101,3RD ST,FAIRFAX AVE,GALVEZ AVE \ SAM JORDANS WAY,3901 - 3999,FAIRFAX AVE to GALVEZ AVE \ SAM JORDANS WAY (3901 - 3999) -- EAST --,20238000,20231000
5334000,EVANS AVE,3RD ST,PHELPS ST,1580 - 1599,3RD ST to PHELPS ST (1580 - 1599),20239000,20241000
202201,3RD ST,EVANS AVE,FAIRFAX AVE,3800 - 3898,EVANS AVE to FAIRFAX AVE (3800 - 3898) -- WEST --,20239000,20238000
202101,3RD ST,EVANS AVE,FAIRFAX AVE,3801 - 3899,EVANS AVE to FAIRFAX AVE (3801 - 3899) -- EAST --,20239000,20238000
200201,3RD ST,CUSTER AVE,PHELPS ST,3600 - 3648,CUSTER AVE to PHELPS ST (3600 - 3648) -- WEST --,20240000,20245000
4559000,CUSTER AVE,3RD ST,QUINT ST,1400 - 1499,3RD ST to QUINT ST (1400 - 1499),20240000,20252000
200101,3RD ST,CUSTER AVE,DAVIDSON AVE,3601 - 3699,CUSTER AVE to DAVIDSON AVE (3601 - 3699) -- EAST --,20240000,20244000
5335000,EVANS AVE,PHELPS ST,QUINT ST,1600 - 1699,PHELPS ST to QUINT ST (1600 - 1699),20241000,20697000
10396000,PHELPS ST,EVANS AVE,FAIRFAX AVE,400 - 499,EVANS AVE to FAIRFAX AVE (400 - 499),20241000,20242000
10397000,PHELPS ST,FAIRFAX AVE,SAM JORDANS WAY,500 - 599,FAIRFAX AVE to SAM JORDANS WAY (500 - 599),20242000,20243000
10398000,PHELPS ST,SAM JORDANS WAY,HUDSON AVE,600 - 699,SAM JORDANS WAY to HUDSON AVE (600 - 699),20243000,20670000
4612000,DAVIDSON AVE,3RD ST,PHELPS ST,1300 - 1399,3RD ST to PHELPS ST (1300 - 1399),20244000,20246000
201000,3RD ST,DAVIDSON AVE,EVANS AVE,3700 - 3799,DAVIDSON AVE to EVANS AVE (3700 - 3799),20244000,20239000
10394000,PHELPS ST,3RD ST,DAVIDSON AVE,200 - 299,3RD ST to DAVIDSON AVE (200 - 299),20245000,20246000
200202,3RD ST,PHELPS ST,DAVIDSON AVE,3650 - 3698,PHELPS ST to DAVIDSON AVE (3650 - 3698) -- WEST --,20245000,20244000
10395000,PHELPS ST,DAVIDSON AVE,EVANS AVE,300 - 399,DAVIDSON AVE to EVANS AVE (300 - 399),20246000,20241000
4613000,DAVIDSON AVE,PHELPS ST,QUINT ST,1400 - 1499,PHELPS ST to QUINT ST (1400 - 1499),20246000,20696000
2505000,ARTHUR AVE,3RD ST \ CARGO WAY,QUINT ST,400 - 499,3RD ST \ CARGO WAY to QUINT ST (400 - 499),20247000,33117000
198101,3RD ST,ARTHUR AVE \ CARGO WAY,BURKE AVE,3401 - 3499,ARTHUR AVE \ CARGO WAY to BURKE AVE (3401 - 3499) -- EAST --,20247000,20234000
198201,3RD ST,ARTHUR AVE \ CARGO WAY,BURKE AVE,3400 - 3498,ARTHUR AVE \ CARGO WAY to BURKE AVE (3400 - 3498) -- WEST --,20247000,20234000
197201,3RD ST,MARIN ST,ARTHUR AVE \ CARGO WAY,3200 - 3398,MARIN ST to ARTHUR AVE \ CARGO WAY (3200 - 3398) -- WEST --,20250000,20247000
197101,3RD ST,MARIN ST,ARTHUR AVE \ CARGO WAY,3201 - 3399,MARIN ST to ARTHUR AVE \ CARGO WAY (3201 - 3399) -- EAST --,20250000,20247000
10828000,QUINT ST,CUSTER AVE,DAVIDSON AVE,200 - 299,CUSTER AVE to DAVIDSON AVE (200 - 299),20252000,20696000
4560000,CUSTER AVE,QUINT ST,RANKIN ST,1500 - 1599,QUINT ST to RANKIN ST (1500 - 1599),20252000,20703000
6692000,HARNEY WAY,ALANA WAY \ THOMAS MELLON DR,COUNTY LINE,200 - 299,ALANA WAY \ THOMAS MELLON DR to COUNTY LINE (200 - 299),20257000,50852000
12581000,THOMAS MELLON DR,ALANA WAY \ HARNEY WAY,THOMAS MELLON DR,Jan-49,ALANA WAY \ HARNEY WAY to THOMAS MELLON DR (1 - 49),20257000,33233000
5371001,EXECUTIVE PARK BLVD,ALANA WAY,BLANKEN AVE,Jan-91,ALANA WAY to BLANKEN AVE (1 - 91),20258000,20263000
2142000,ALANA WAY,EXECUTIVE PARK BLVD,HARNEY WAY \ THOMAS MELLON DR,100 - 199,EXECUTIVE PARK BLVD to HARNEY WAY \ THOMAS MELLON DR (100 - 199),20258000,20257000
6690000,HARNEY WAY,JAMESTOWN AVE,EXECUTIVE PARK BLVD,Jan-99,JAMESTOWN AVE to EXECUTIVE PARK BLVD (1 - 99),20259000,33210000
7425000,JAMESTOWN AVE,HARNEY WAY,IGNACIO AVE,500 - 699,HARNEY WAY to IGNACIO AVE (500 - 699),20259000,28144000
5373101,EXECUTIVE PARK BLVD,SANDPIPER COVE WAY \ THOMAS MELLON DR,CRESCENT WAY,200 - 298,SANDPIPER COVE WAY \ THOMAS MELLON DR to CRESCENT WAY (200 - 298) -- SOUTH --,20262000,33229000
15135000,SANDPIPER COVE WAY,EXECUTIVE PARK BLVD \ THOMAS MELLON DR,SANDPIPER COVE WAY,0 - 0,EXECUTIVE PARK BLVD \ THOMAS MELLON DR to SANDPIPER COVE WAY (0 - 0),20262000,54218000
5373201,EXECUTIVE PARK BLVD,SANDPIPER COVE WAY \ THOMAS MELLON DR,CRESCENT WAY,201 - 299,SANDPIPER COVE WAY \ THOMAS MELLON DR to CRESCENT WAY (201 - 299) -- NORTH --,20262000,33229000
5371002,EXECUTIVE PARK BLVD,BLANKEN AVE,EMERALD COVE WAY,92 - 99,BLANKEN AVE to EMERALD COVE WAY (92 - 99),20263000,54228000
7819000,KEY AVE,JENNINGS ST,3RD ST,1000 - 1068,JENNINGS ST to 3RD ST (1000 - 1068),20264000,20466000
7492000,JENNINGS ST,KEY AVE,LE CONTE AVE,3400 - 3499,KEY AVE to LE CONTE AVE (3400 - 3499),20264000,20461000
8165000,LATHROP AVE,GILLETTE AVE,END: 600-699 BLOCK,600 - 699,GILLETTE AVE to END: 600-699 BLOCK (600 - 699),20267000,50834000
6177000,GILLETTE AVE,BLANKEN AVE,NIBBI CT,100 - 148,BLANKEN AVE to NIBBI CT (100 - 148),20268000,20269000
2992000,BLANKEN AVE,GILLETTE AVE,EXECUTIVE PARK BLVD,600 - 699,GILLETTE AVE to EXECUTIVE PARK BLVD (600 - 699),20268000,20263000
6178000,GILLETTE AVE,NIBBI CT,LATHROP AVE,141 - 199,NIBBI CT to LATHROP AVE (141 - 199),20269000,20267000
9602000,NIBBI CT,GILLETTE AVE,END: 1-99 BLOCK,Jan-99,GILLETTE AVE to END: 1-99 BLOCK (1 - 99),20269000,50842000
9719000,NUEVA AVE,BLANKEN AVE,LATHROP AVE,200 - 299,BLANKEN AVE to LATHROP AVE (200 - 299),20271000,20272000
2991000,BLANKEN AVE,NUEVA AVE,GILLETTE AVE,500 - 599,NUEVA AVE to GILLETTE AVE (500 - 599),20271000,20268000
8164000,LATHROP AVE,NUEVA AVE,GILLETTE AVE,500 - 599,NUEVA AVE to GILLETTE AVE (500 - 599),20272000,20267000
12621000,TOCOLOMA AVE,LATHROP AVE,END: 400-499 BLOCK,400 - 499,LATHROP AVE to END: 400-499 BLOCK (400 - 499),20273000,50835000
8163000,LATHROP AVE,TOCOLOMA AVE,NUEVA AVE,400 - 499,TOCOLOMA AVE to NUEVA AVE (400 - 499),20273000,20272000
12620000,TOCOLOMA AVE,BLANKEN AVE,LATHROP AVE,300 - 399,BLANKEN AVE to LATHROP AVE (300 - 399),20274000,20273000
2990000,BLANKEN AVE,TOCOLOMA AVE,NUEVA AVE,400 - 499,TOCOLOMA AVE to NUEVA AVE (400 - 499),20274000,20271000
10328000,PENINSULA AVE,LATHROP AVE,END: 400-499 BLOCK,400 - 499,LATHROP AVE to END: 400-499 BLOCK (400 - 499),20281000,50837000
8162000,LATHROP AVE,PENINSULA AVE,TOCOLOMA AVE,300 - 399,PENINSULA AVE to TOCOLOMA AVE (300 - 399),20281000,20273000
10327000,PENINSULA AVE,BLANKEN AVE,LATHROP AVE,300 - 399,BLANKEN AVE to LATHROP AVE (300 - 399),20282000,20281000
2989000,BLANKEN AVE,PENINSULA AVE,TOCOLOMA AVE,300 - 399,PENINSULA AVE to TOCOLOMA AVE (300 - 399),20282000,20274000
8161000,LATHROP AVE,WHEELER AVE,PENINSULA AVE,200 - 299,WHEELER AVE to PENINSULA AVE (200 - 299),20284000,20281000
13598000,WHEELER AVE,LATHROP AVE,END: 400-499 BLOCK,400 - 499,LATHROP AVE to END: 400-499 BLOCK (400 - 499),20284000,50836000
13597000,WHEELER AVE,BLANKEN AVE,LATHROP AVE,300 - 399,BLANKEN AVE to LATHROP AVE (300 - 399),20285000,20284000
2988000,BLANKEN AVE,WHEELER AVE,PENINSULA AVE,200 - 299,WHEELER AVE to PENINSULA AVE (200 - 299),20285000,20282000
8160000,LATHROP AVE,TUNNEL AVE,WHEELER AVE,100 - 199,TUNNEL AVE to WHEELER AVE (100 - 199),20288000,20284000
12714000,TUNNEL AVE,LATHROP AVE,VISITACION AVE,220 - 399,LATHROP AVE to VISITACION AVE (220 - 399),20288000,50833000
12713000,TUNNEL AVE,BLANKEN AVE,LATHROP AVE,200 - 299,BLANKEN AVE to LATHROP AVE (200 - 299),20289000,20288000
2987000,BLANKEN AVE,TUNNEL AVE,WHEELER AVE,100 - 199,TUNNEL AVE to WHEELER AVE (100 - 199),20289000,20285000
2822102,BAY SHORE BLVD,HESTER AVE,TUNNEL AVE,2101 - 2133,HESTER AVE to TUNNEL AVE (2101 - 2133) -- EAST --,20291000,20296000
11394000,SAN BRUNO AVE,CAMPBELL AVE,BEEMAN LN,3700 - 3799,CAMPBELL AVE to BEEMAN LN (3700 - 3799),20295000,20300000
3637000,CAMPBELL AVE,SAN BRUNO AVE,BRUSSELS ST,Jan-99,SAN BRUNO AVE to BRUSSELS ST (1 - 99),20295000,20302000
12712000,TUNNEL AVE,BAY SHORE BLVD,BLANKEN AVE,100 - 199,BAY SHORE BLVD to BLANKEN AVE (100 - 199),20296000,20289000
2823201,BAY SHORE BLVD,TUNNEL AVE,ARLETA AVE \ SAN BRUNO AVE,2134 - 2198,TUNNEL AVE to ARLETA AVE \ SAN BRUNO AVE (2134 - 2198) -- WEST --,20296000,20298000
2823101,BAY SHORE BLVD,TUNNEL AVE,BLANKEN AVE,2135 - 2189,TUNNEL AVE to BLANKEN AVE (2135 - 2189) -- EAST --,20296000,20299000
2824101,BAY SHORE BLVD,ARLETA AVE \ SAN BRUNO AVE,LELAND AVE,2201 - 2399,ARLETA AVE \ SAN BRUNO AVE to LELAND AVE (2201 - 2399) -- EAST --,20298000,20313000
2443000,ARLETA AVE,BAY SHORE BLVD \ SAN BRUNO AVE,ALPHA ST,Jan-99,BAY SHORE BLVD \ SAN BRUNO AVE to ALPHA ST (1 - 99),20298000,20319000
2824201,BAY SHORE BLVD,ARLETA AVE \ SAN BRUNO AVE,RAYMOND AVE,2200 - 2298,ARLETA AVE \ SAN BRUNO AVE to RAYMOND AVE (2200 - 2298) -- WEST --,20298000,33683000
2823102,BAY SHORE BLVD,BLANKEN AVE,ARLETA AVE \ SAN BRUNO AVE,2191 - 2199,BLANKEN AVE to ARLETA AVE \ SAN BRUNO AVE (2191 - 2199) -- EAST --,20299000,20298000
2986000,BLANKEN AVE,BAY SHORE BLVD,TUNNEL AVE,Jan-99,BAY SHORE BLVD to TUNNEL AVE (1 - 99),20299000,20289000
11395000,SAN BRUNO AVE,BEEMAN LN,SOMERSET ST,3800 - 4001,BEEMAN LN to SOMERSET ST (3800 - 4001),20300000,20323000
2880000,BEEMAN LN,SAN BRUNO AVE,RACINE LN \ WABASH TER,Jan-99,SAN BRUNO AVE to RACINE LN \ WABASH TER (1 - 99),20300000,20301000
13342000,WABASH TER,BEEMAN LN \ RACINE LN,SAN BRUNO AVE \ TEDDY AVE,Jan-99,BEEMAN LN \ RACINE LN to SAN BRUNO AVE \ TEDDY AVE (1 - 99),20301000,20321000
10886000,RACINE LN,BEEMAN LN \ WABASH TER,SAN BRUNO AVE,Jan-99,BEEMAN LN \ WABASH TER to SAN BRUNO AVE (1 - 99),20301000,20320000
3638000,CAMPBELL AVE,BRUSSELS ST,GOETTINGEN ST,100 - 199,BRUSSELS ST to GOETTINGEN ST (100 - 199),20302000,20305000
13627000,WILDE AVE,BRUSSELS ST,ALPHA ST \ GOETTINGEN ST,200 - 299,BRUSSELS ST to ALPHA ST \ GOETTINGEN ST (200 - 299),20303000,20304000
3274000,BRUSSELS ST,WILDE AVE,CAMPBELL AVE,1300 - 1399,WILDE AVE to CAMPBELL AVE (1300 - 1399),20303000,20302000
6247000,GOETTINGEN ST,ALPHA ST \ WILDE AVE,CAMPBELL AVE,1300 - 1399,ALPHA ST \ WILDE AVE to CAMPBELL AVE (1300 - 1399),20304000,20305000
2210000,ALPHA ST,GOETTINGEN ST \ WILDE AVE,TIOGA AVE,Jan-38,GOETTINGEN ST \ WILDE AVE to TIOGA AVE (1 - 38),20304000,20328000
3639000,CAMPBELL AVE,GOETTINGEN ST,SOMERSET ST,200 - 249,GOETTINGEN ST to SOMERSET ST (200 - 249),20305000,33345000
12255000,SUNNYDALE AVE,BAY SHORE BLVD,DESMOND ST,300 - 441,BAY SHORE BLVD to DESMOND ST (300 - 441),20306000,20340000
2827101,BAY SHORE BLVD,SUNNYDALE AVE,COUNTY LINE,2601 - 2699,SUNNYDALE AVE to COUNTY LINE (2601 - 2699) -- EAST --,20306000,50854000
2827201,BAY SHORE BLVD,SUNNYDALE AVE,COUNTY LINE,2600 - 2698,SUNNYDALE AVE to COUNTY LINE (2600 - 2698) -- WEST --,20306000,50855000
13320000,VISITACION AVE,BAY SHORE BLVD,DESMOND ST,500 - 599,BAY SHORE BLVD to DESMOND ST (500 - 599),20308000,20316000
